Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,PersonPrice,Weekly Price,Monthly Price,PerSecurity,Security Deposit,PerCleaning,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
1/20/14,1,1,1,40.78811476,-73.97807994,2,1,1,1,225,112.5,1575,6750,0,0,40,80,2,15,2,1125,19,11/24/14,1/2/17,0.64,1,0,1,1,0,0,0,1,1,0,0
9/24/11,1,1,1,40.78606952,-73.97346511,2,1,1,1,250,125,1750,4000,250,500,50,100,1,0,7,1125,8,12/15/15,3/15/17,0.47,1,0,1,1,0,0,0,1,0,1,0
3/1/10,1,1,1,40.77736763,-73.98354579,3,1,1,2,235,78.33333333,1645,4400,0,0,0,0,2,15,6,1125,3,5/5/15,6/8/15,0.12,0,0,1,1,0,0,0,1,0,0,1
1/17/16,1,1,1,40.80182714,-73.96678283,2,2,1,1,80,40,560,2400,150,300,0,0,1,0,80,1125,1,1/10/17,1/10/17,0.26,1,0,1,0,1,0,0,1,0,0,1
7/26/13,1,1,1,40.77707508,-73.9810021,3,1,2,2,350,116.6666667,2450,10500,50,150,0,0,1,0,2,1125,3,4/12/17,4/23/17,3,0,0,1,1,0,0,0,1,0,0,1
8/28/12,1,1,1,40.7869343,-73.97557784,2,1,1,1,150,75,1050,4500,0,0,0,0,1,0,2,1125,1,4/30/17,4/30/17,1,1,0,1,1,0,0,0,1,1,0,0
7/14/11,1,1,1,40.78050295,-73.97651598,2,1,1,1,99,49.5,693,3250,250,500,42.5,85,1,0,7,60,1,6/23/15,6/23/15,0.04,0,0,1,0,1,0,0,1,0,0,1
10/21/16,1,1,1,40.76326069,-73.96362513,4,1,1,2,199,49.75,1393,5970,62.5,250,20,80,1,0,1,29,11,11/1/16,4/14/17,1.77,1,0,1,1,0,0,0,1,0,0,1
1/16/16,1,1,1,40.77399591,-73.94653703,5,2,2,3,150,30,1050,4500,180,900,5,25,4,29,5,1125,2,6/12/16,7/3/16,0.18,1,0,1,1,0,0,0,1,1,0,0
8/5/10,2,2,2,40.78400971,-73.95134563,2,1,1,1,100,50,700,3000,100,200,15,30,1,0,1,1125,45,9/7/15,4/24/17,2.23,0,0,1,0,1,0,0,1,0,0,1
11/10/13,2,2,2,40.77485643,-73.95371794,1,1,1,1,100,100,700,3000,0,0,100,100,1,75,3,25,3,3/27/16,11/6/16,0.22,0,0,1,0,1,0,0,1,0,0,1
8/1/15,1,1,1,40.76965049,-73.96494783,2,1,1,1,280,140,1960,8400,100,200,50,100,1,0,2,1125,12,10/27/15,4/20/17,0.65,1,0,1,1,0,0,0,1,0,1,0
10/29/12,1,1,1,40.77638307,-73.95247307,3,1,1,1,170,56.66666667,1190,5100,0,0,50,150,2,5,5,14,37,11/11/12,12/7/16,0.68,0,0,1,1,0,0,0,1,0,1,0
9/15/15,1,1,1,40.77262102,-73.94782701,2,1,1,1,123,61.5,861,3690,0,0,15,30,2,0,2,42,5,8/29/16,11/13/16,0.6,1,0,1,1,0,0,0,1,0,1,0
9/9/16,1,1,1,40.78758231,-73.97607355,5,1,2,2,175,35,1225,5250,0,0,7,35,1,0,2,6,8,10/10/16,4/17/17,1.16,0,0,1,1,0,0,0,1,0,0,1
7/17/14,1,1,1,40.78203744,-73.97624176,5,1,2,2,219,43.8,1533,6570,0,0,10,50,1,0,2,1125,1,2/16/15,2/16/15,0.04,1,0,1,1,0,0,0,1,0,1,0
11/8/15,1,1,1,40.78478506,-73.9752147,6,1,2,4,175,29.16666667,1225,5250,0,0,16.66666667,100,6,25,4,1125,4,12/29/15,3/22/17,0.24,1,0,1,1,0,0,0,1,0,1,0
9/30/14,1,1,1,40.78277559,-73.97437257,2,1,1,1,250,125,1750,7500,0,0,0,0,1,0,1,1125,1,11/1/15,11/1/15,0.05,0,0,1,1,0,0,0,1,1,0,0
11/12/15,1,1,1,40.75451877,-73.96767103,4,1,0,2,180,45,950,3300,0,0,7.5,30,1,0,1,1125,56,12/11/15,4/9/17,3.29,0,0,1,1,0,0,0,1,0,1,0
5/17/16,1,1,1,40.75082398,-73.98526114,6,1,2,3,400,66.66666667,2800,12000,83.33333333,500,25,150,4,50,5,1125,31,5/20/16,4/19/17,2.66,1,0,1,1,0,0,0,1,0,0,1
4/8/15,1,1,1,40.75349742,-73.97370344,1,1,1,1,80,80,560,2400,0,0,10,10,1,35,1,5,1,4/2/17,4/2/17,0.94,1,0,1,0,0,1,1,0,0,1,0
1/28/11,1,1,1,40.75394324,-73.96675683,4,1,1,1,200,50,1400,6000,0,0,12.5,50,1,0,5,14,13,4/4/16,3/17/17,0.99,0,0,1,1,0,0,0,1,0,0,1
5/6/15,1,1,1,40.61678589,-73.95520764,4,1,1,1,95,23.75,450,1400,50,200,15,60,2,10,5,40,1,7/14/15,7/14/15,0.05,0,0,1,1,0,0,0,1,0,1,0
11/13/14,1,1,1,40.80371478,-73.9634122,2,1,1,1,100,50,600,3000,0,0,0,0,1,20,2,1125,3,1/3/15,1/4/17,0.11,1,0,1,0,1,0,0,1,0,0,1
7/5/11,1,1,1,40.702071,-73.91196181,2,1,1,1,55,27.5,385,1650,0,0,15,30,2,20,5,20,28,11/13/15,4/25/17,1.56,0,0,1,0,1,0,0,1,0,0,1
2/2/16,1,1,1,40.72177602,-73.99741885,4,1,2,2,350,87.5,2450,10500,0,0,18.75,75,1,0,5,1125,1,9/23/16,9/23/16,0.14,1,0,1,1,0,0,0,1,1,0,0
5/14/13,1,1,1,40.76256699,-73.98574175,1,1,1,1,60,60,400,1500,400,400,0,0,1,0,1,1125,1,8/2/15,8/2/15,0.05,0,0,1,0,1,0,1,0,0,1,0
8/30/15,1,1,1,40.76204581,-73.98450005,2,1,1,1,59,29.5,799,1770,0,0,29.5,59,1,19,1,1125,6,11/7/15,10/4/16,0.33,0,0,1,0,1,0,0,1,0,0,1
5/2/16,2,2,2,40.75810845,-73.98882132,2,1,0,1,133,66.5,931,3990,0,0,37.5,75,1,0,2,1125,7,3/11/17,4/21/17,3.89,0,0,1,1,0,0,0,1,0,0,1
4/30/14,1,1,1,40.75961133,-73.98729149,2,1,1,1,100,50,700,3000,50,100,20,40,1,10,2,29,10,11/25/16,4/23/17,1.88,0,0,1,0,1,0,0,1,0,0,1
1/24/13,1,1,1,40.76388791,-73.98472719,3,1,0,1,245,81.66666667,1715,7350,83.33333333,250,13.33333333,40,1,0,1,1125,26,4/8/15,1/1/17,1.03,0,0,1,1,0,0,0,1,1,0,0
8/8/15,1,1,1,40.75950311,-73.98664978,8,2,3,5,530,66.25,3710,15900,18.75,150,16,128,3,18,3,1125,67,9/13/15,4/14/17,3.35,0,0,1,1,0,0,0,1,0,0,1
10/25/15,1,1,1,40.72023954,-74.00866122,2,1,1,1,100,50,700,3000,0,0,6,12,1,20,1,5,15,8/25/16,4/13/17,1.79,1,0,1,0,1,0,0,1,0,1,0
3/30/14,1,1,1,40.76878848,-73.94245624,2,1,0,1,100,50,700,3000,0,0,0,0,1,0,1,1125,10,1/30/16,9/5/16,0.65,0,0,1,1,0,0,0,1,1,0,0
10/26/11,1,1,1,40.7215481,-73.9989173,2,1,1,1,115,57.5,805,3450,0,0,25,50,2,0,31,1125,90,6/16/12,4/7/17,1.51,0,0,1,1,0,0,0,1,0,0,1
12/1/13,1,1,1,40.72149308,-73.9981527,4,2,2,2,900,225,6300,21000,0,0,75,300,1,0,6,30,6,10/8/14,11/27/16,0.19,0,0,1,1,0,0,0,1,0,0,1
5/31/16,1,1,1,40.7253494,-73.99659503,6,1,1,3,450,75,3150,13500,83.33333333,500,12.5,75,4,50,2,1125,15,8/14/16,4/16/17,1.71,0,0,1,1,0,0,0,1,0,1,0
11/23/13,1,1,1,40.72615408,-74.00225452,3,1,1,1,100,33.33333333,700,3000,33.33333333,100,23.33333333,70,1,0,4,1125,1,3/8/16,3/8/16,0.07,0,0,1,1,0,0,0,1,1,0,0
2/24/14,1,1,1,40.72229655,-73.99925077,2,1,1,1,300,150,2100,9000,0,0,0,0,1,0,2,25,20,7/3/14,5/1/17,0.58,1,0,1,1,0,0,0,1,0,0,1
2/22/13,1,1,1,40.72519856,-74.00278741,4,1,1,2,190,47.5,1330,4900,50,200,21.25,85,2,20,4,16,25,6/1/13,1/3/17,0.52,1,0,1,1,0,0,0,1,0,0,1
8/17/14,2,2,2,40.72556837,-74.00182311,2,1,1,1,205,102.5,1435,6150,150,300,25,50,2,0,1,1125,10,11/1/15,9/6/16,0.54,1,1,0,0,1,0,0,1,0,0,1
12/31/14,1,1,1,40.72612653,-74.00319905,7,2,2,3,469,67,3283,14070,13.57142857,95,5.571428571,39,4,39,1,1125,114,1/22/15,5/1/17,4.1,0,0,1,1,0,0,0,1,0,0,1
2/15/15,1,1,1,40.80485634,-73.96369897,2,1,0,1,120,60,840,3600,0,0,60,120,1,0,4,1125,34,6/13/15,1/3/17,1.48,0,0,1,1,0,0,0,1,0,1,0
4/29/13,1,1,1,40.81601521,-73.96022041,2,1,1,1,130,65,910,3900,0,0,20,40,1,0,30,1125,4,1/1/17,4/15/17,0.97,1,0,1,1,0,0,0,1,1,0,0
5/27/11,1,1,1,40.80903235,-73.96612729,4,1,1,2,120,30,840,3600,0,0,25,100,1,0,10,200,1,1/3/17,1/3/17,0.25,1,0,1,1,0,0,0,1,0,1,0
8/9/12,2,2,1,40.81511264,-73.96082013,4,1,1,2,75,18.75,525,2250,0,0,0,0,2,20,2,1125,5,4/8/15,10/16/15,0.2,1,0,1,0,1,0,0,1,1,0,0
3/7/15,1,1,1,40.80728276,-73.95856754,2,1,1,1,75,37.5,525,2250,0,0,0,0,2,20,1,1125,3,9/4/16,3/1/17,0.37,1,0,1,0,0,1,0,1,0,0,1
11/2/12,1,1,1,40.81238961,-73.95819736,2,1,1,1,100,50,700,3000,0,0,30,60,2,25,1,1125,55,11/7/12,4/14/17,1.01,0,0,1,1,0,0,0,1,1,0,0
10/24/14,1,1,1,40.80683755,-73.96263394,2,1,1,1,190,95,1330,3290,250,500,0,0,1,0,3,1125,5,12/10/15,1/1/17,0.29,1,0,1,1,0,0,0,1,0,0,1
4/7/14,2,2,1,40.80381076,-73.96409173,1,1,1,1,20,20,140,600,0,0,30,30,1,0,1,1125,2,1/8/17,2/21/17,0.52,0,0,1,0,0,1,0,1,0,0,1
5/4/11,1,1,1,40.72950795,-73.99202598,4,1,0,2,179,44.75,982,3400,0,0,20.25,81,1,0,1,1125,23,4/18/15,3/12/17,0.92,1,0,1,1,0,0,0,1,0,1,0
2/24/17,1,1,1,40.72802782,-73.99179231,5,1,1,2,499,99.8,3493,14970,0,0,20,100,2,50,3,1125,4,3/20/17,4/16/17,2.73,1,0,1,1,0,0,0,1,0,0,1
12/14/12,1,1,1,40.7218202,-73.99448623,4,1,2,2,250,62.5,1750,7500,100,400,12.5,50,1,0,1,1125,134,3/11/15,5/1/17,5.13,0,0,1,1,0,0,0,1,0,0,1
6/28/11,1,1,1,40.72223464,-73.99526741,4,1,1,2,200,50,1400,6000,0,0,12.5,50,1,0,1,90,29,11/16/16,4/15/17,5.15,1,0,1,1,0,0,0,1,0,1,0
12/21/15,33,33,33,40.72318141,-73.99471155,1,0,1,1,69,69,483,2070,0,0,0,0,1,0,1,1125,14,3/16/16,1/16/17,1.01,0,1,0,0,1,0,0,1,0,1,0
4/23/14,4,4,3,40.78370269,-73.94877441,6,1,2,3,180,30,900,3200,0,0,0,0,1,0,1,1125,1,1/5/16,1/5/16,0.06,0,1,0,1,0,0,0,1,0,0,1
6/30/16,1,1,1,40.77310272,-73.95169456,3,1,0,2,150,50,1050,4500,66.66666667,200,16.66666667,50,1,0,4,1125,9,7/11/16,1/1/17,0.91,0,0,1,1,0,0,0,1,0,1,0
7/6/15,1,1,1,40.75994159,-73.9611371,3,1,0,2,180,60,1260,5400,0,0,5,15,2,40,1,1125,16,9/18/16,11/27/16,2.11,0,0,1,1,0,0,0,1,0,0,1
12/14/14,1,1,1,40.77877148,-73.94824143,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,1,1125,3,7/24/15,10/23/15,0.14,0,0,1,0,1,0,0,1,0,1,0
7/5/16,1,1,1,40.77619933,-73.95049569,2,1,1,1,70,35,490,2100,50,100,5,10,1,20,2,1125,1,4/17/17,4/17/17,1,0,0,1,0,1,0,0,1,0,0,1
12/9/13,1,1,1,40.76039566,-73.96028899,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,3,1125,13,6/3/14,3/26/17,0.37,0,0,1,1,0,0,0,1,0,1,0
2/9/15,1,1,1,40.77763307,-73.94938291,4,1,1,2,138,34.5,966,4140,49.75,199,22.5,90,2,30,4,1125,7,2/13/16,2/26/17,0.47,0,0,1,1,0,0,0,1,0,0,1
6/3/15,1,1,1,40.76579275,-73.96168316,2,1,1,1,65,32.5,455,1950,0,0,10,20,1,0,2,1125,24,11/23/15,12/27/16,1.36,1,0,1,0,1,0,0,1,0,1,0
3/18/13,1,1,1,40.77057706,-73.9593441,2,1,1,1,200,100,1400,6000,175,350,50,100,1,0,3,1125,5,12/8/16,4/17/17,1.02,1,0,1,1,0,0,0,1,0,0,1
11/17/15,1,1,1,40.78613945,-73.95280287,4,1,1,1,100,25,700,3000,0,0,12.5,50,2,10,1,1125,57,11/22/15,4/13/17,3.23,0,0,1,1,0,0,0,1,0,0,1
4/3/16,1,1,1,40.76184839,-73.96141221,8,1,3,4,400,50,2800,12000,0,0,12.5,100,1,0,1,1125,3,3/6/17,4/13/17,1.53,1,0,1,1,0,0,0,1,0,0,1
5/10/13,1,1,1,40.78110363,-73.94878464,4,1,0,1,165,41.25,1155,4950,62.5,250,31.25,125,3,25,2,60,10,7/24/16,4/29/17,1.06,1,0,1,1,0,0,0,1,0,0,1
6/20/13,2,2,1,40.76749131,-73.95532799,2,1,1,1,99,49.5,650,2450,75,150,10,20,1,10,5,60,50,4/13/14,1/14/17,1.34,0,0,1,0,1,0,0,1,0,0,1
10/6/14,1,1,1,40.76750875,-73.96309343,4,1,2,2,300,75,2100,7000,125,500,31.25,125,1,0,4,120,57,3/14/15,11/28/16,2.19,1,0,1,1,0,0,0,1,0,0,1
11/5/15,1,1,1,40.78396607,-73.95040617,4,1,1,2,139,34.75,973,4170,100,400,15,60,4,50,3,1125,18,3/12/16,7/25/16,1.29,0,0,1,1,0,0,0,1,0,0,1
5/2/15,1,1,1,40.76288431,-73.96083688,2,1,1,1,130,65,910,3900,250,500,40,80,1,0,3,1125,2,5/21/15,12/28/15,0.08,0,0,1,1,0,0,0,1,0,0,1
3/12/12,3,3,1,40.77589527,-73.94226913,2,1,0,1,120,60,800,3000,0,0,30,60,1,0,5,1125,67,5/30/14,4/18/17,1.88,0,0,1,1,0,0,0,1,1,0,0
10/4/11,1,1,1,40.77532156,-73.95990291,4,1,1,1,250,62.5,1750,7500,0,0,0,0,1,0,1,1125,1,12/30/15,12/30/15,0.06,0,0,1,1,0,0,0,1,1,0,0
6/12/14,1,1,1,40.7743068,-73.94894267,2,1,0,2,115,57.5,805,3450,150,300,0,0,1,0,3,7,5,7/12/16,1/2/17,0.51,1,0,1,1,0,0,0,1,0,1,0
5/23/15,1,1,1,40.77498732,-73.94874614,2,1,0,1,120,60,840,3600,0,0,0,0,1,0,1,1125,1,6/29/15,6/29/15,0.04,1,0,1,1,0,0,0,1,0,1,0
9/11/14,1,1,1,40.76965275,-73.96258132,2,1,0,1,160,80,1120,4800,0,0,0,0,1,0,5,1125,14,9/25/14,9/20/16,0.44,0,0,1,1,0,0,0,1,0,0,1
11/11/11,1,1,1,40.78118713,-73.94679627,6,2,3,3,175,29.16666667,1225,5250,83.33333333,500,20,120,1,0,4,1125,3,8/21/16,9/3/16,0.35,0,0,1,1,0,0,0,1,0,0,1
2/9/16,1,1,1,40.76949756,-73.95320087,2,1,1,1,135,67.5,945,4050,50,100,40,80,1,0,2,1125,10,3/27/16,1/4/17,0.74,1,0,1,1,0,0,0,1,0,1,0
9/2/13,1,1,1,40.77018352,-73.94988268,3,1,0,1,145,48.33333333,1015,4350,100,300,50,150,1,10,30,1125,9,9/28/13,12/11/16,0.21,0,0,1,1,0,0,0,1,0,1,0
7/29/14,2,2,1,40.76946971,-73.95632317,12,2,4,10,899,74.91666667,6293,26970,41.66666667,500,25,300,9,0,2,280,100,9/14/15,4/17/17,5.01,1,1,0,1,0,0,0,1,0,0,1
3/8/16,2,2,2,40.7663541,-73.95683087,2,1,1,1,60,30,420,1800,0,0,0,0,1,0,5,1125,1,8/4/16,8/4/16,0.11,1,0,1,0,1,0,0,1,1,0,0
8/28/14,2,2,2,40.77568284,-73.95283428,1,1,1,1,99,99,693,2970,0,0,60,60,1,0,4,1125,12,5/19/15,4/23/17,0.5,1,0,1,0,0,1,0,1,0,0,1
1/10/16,1,1,1,40.78070701,-73.95149149,1,1,1,1,150,150,1050,4500,0,0,0,0,1,0,1,6,3,4/13/17,4/17/17,3,1,0,1,0,1,0,0,1,1,0,0
12/29/15,1,1,1,40.76234963,-73.96109181,5,1,1,4,134,26.8,938,4020,0,0,20,100,1,0,1,1125,20,7/3/16,3/7/17,1.95,0,0,1,0,1,0,0,1,0,0,1
10/4/13,1,1,1,40.77647524,-73.96125729,2,1,1,2,250,125,1750,7500,150,300,25,50,1,0,4,8,6,10/6/14,7/6/16,0.19,0,0,1,1,0,0,0,1,0,0,1
10/26/13,2,2,2,40.7743034,-73.94971215,6,1,3,3,350,58.33333333,2450,10500,33.33333333,200,16.66666667,100,6,50,1,1125,15,1/2/16,4/19/17,0.92,1,0,1,1,0,0,0,1,0,1,0
3/1/12,1,1,1,40.77102701,-73.95166186,2,1,0,1,350,175,2450,10500,250,500,75,150,1,0,1,1125,2,9/16/16,10/7/16,0.26,1,0,1,1,0,0,0,1,0,0,1
2/28/15,1,1,1,40.72519888,-74.010535,2,2,1,1,250,125,1750,6500,0,0,75,150,2,0,3,1125,8,11/13/15,7/28/16,0.44,0,0,1,1,0,0,0,1,0,0,1
2/11/12,3,3,2,40.78079218,-73.94688718,6,1,2,3,204,34,1428,6120,0,0,10,60,4,20,1,1125,70,3/4/16,4/30/17,4.92,1,0,1,1,0,0,0,1,0,1,0
9/9/15,1,1,1,40.77666714,-73.95462911,3,1,0,1,140,46.66666667,980,4200,0,0,20,60,2,50,2,10,6,8/7/16,10/10/16,0.66,1,0,1,1,0,0,0,1,0,0,1
8/4/15,1,1,1,40.76266147,-73.9620453,2,1,1,1,140,70,980,3999,125,250,17.5,35,2,25,1,1125,55,2/11/16,4/23/17,3.67,0,0,1,1,0,0,0,1,0,0,1
10/15/15,1,1,1,40.7805954,-73.95177853,3,1,0,1,155,51.66666667,1085,4650,0,0,8.333333333,25,2,35,7,13,2,11/22/16,11/28/16,0.36,1,0,1,1,0,0,0,1,0,0,1
7/8/15,1,1,1,40.76672466,-73.96865084,8,2,4,5,689,86.125,4823,20670,0,0,50,400,4,100,1,1125,9,11/28/16,4/13/17,1.71,0,0,1,1,0,0,0,1,0,0,1
2/26/16,1,1,1,40.77320236,-73.95857423,1,1,1,1,100,100,700,3000,0,0,0,0,1,0,2,6,2,12/28/16,12/30/16,0.47,0,0,1,0,1,0,0,1,1,0,0
11/15/14,1,1,1,40.78573483,-73.97025919,3,1,1,2,249,83,1743,7470,100,300,22.66666667,68,2,20,3,1125,37,6/24/15,4/17/17,1.63,0,0,1,1,0,0,0,1,0,0,1
7/9/14,3,3,3,40.79875156,-73.97128416,2,1,1,1,120,60,840,3600,250,500,25,50,1,25,1,1125,6,10/10/16,4/16/17,0.87,1,0,1,0,1,0,0,1,0,0,1
11/6/15,1,1,1,40.79745014,-73.97210855,1,1,1,1,45,45,315,1350,0,0,0,0,1,0,3,1125,3,8/24/16,9/1/16,0.36,0,0,1,0,1,0,0,1,1,0,0
6/22/12,1,1,1,40.80022751,-73.96678557,1,1,1,1,70,70,490,2100,0,0,25,25,1,0,4,1125,8,9/28/16,4/19/17,1.1,0,0,1,0,1,0,0,1,0,0,1
11/13/13,1,1,1,40.79375871,-73.96734086,2,1,0,1,185,92.5,1295,5550,125,250,42.5,85,1,0,2,1125,10,4/27/16,9/1/16,0.8,1,0,1,1,0,0,0,1,0,1,0
1/25/16,1,1,1,40.77889644,-73.97703916,4,1,1,2,175,43.75,1225,5250,75,300,11.25,45,1,0,2,7,10,4/22/16,4/30/17,0.79,0,0,1,1,0,0,0,1,0,1,0
5/26/16,1,1,1,40.80205296,-73.96579674,1,1,1,1,36,36,252,1080,0,0,0,0,1,0,15,45,1,8/1/16,8/1/16,0.11,0,0,1,0,1,0,0,1,1,0,0
8/30/15,1,1,1,40.77624651,-73.9810245,1,1,1,1,300,300,2100,9000,0,0,0,0,1,0,1,3,9,9/6/15,7/29/16,0.44,1,0,1,0,1,0,0,1,1,0,0
1/13/14,1,1,1,40.78046917,-73.9757267,4,1,1,2,260,65,1820,7800,62.5,250,12.5,50,1,0,4,1125,48,4/7/15,4/13/17,1.89,0,0,1,1,0,0,0,1,0,0,1
9/6/12,1,1,1,40.79267282,-73.97320781,6,1,1,1,260,43.33333333,1820,7800,0,0,6.5,39,3,10,4,1125,1,4/26/17,4/26/17,1,1,0,1,1,0,0,0,1,0,0,1
11/16/15,2,2,1,40.79959966,-73.96209653,4,1,2,2,299,74.75,2093,8970,0,0,23.75,95,1,0,4,1125,37,12/11/15,4/11/17,2.17,0,0,1,1,0,0,0,1,0,0,1
5/1/16,1,1,1,40.77542503,-73.97877128,3,1,0,1,190,63.33333333,1330,5700,100,300,23.33333333,70,1,0,2,1125,9,8/19/16,4/24/17,1.04,0,0,1,1,0,0,0,1,1,0,0
11/16/16,5,5,5,40.79946198,-73.96296116,2,2,1,1,95,47.5,665,2850,0,0,10,20,1,0,1,1125,8,1/25/17,4/26/17,2.4,0,0,1,0,1,0,0,1,0,0,1
12/10/13,2,2,2,40.79910142,-73.96962703,2,1,1,1,99,49.5,693,2970,0,0,40,80,1,0,5,1125,8,9/3/16,1/31/17,0.98,1,0,1,0,1,0,0,1,0,1,0
4/1/14,1,1,1,40.8420317,-73.939853,3,1,2,2,85,28.33333333,500,1000,33.33333333,100,8.333333333,25,2,75,2,10,6,5/17/16,4/2/17,0.51,1,0,1,0,1,0,0,1,0,1,0
5/15/12,1,1,1,40.83945027,-73.94353322,3,1,1,1,120,40,840,3600,200,600,50,150,2,25,21,60,1,8/7/16,8/7/16,0.11,1,0,1,1,0,0,0,1,0,1,0
3/15/17,1,1,1,40.83747665,-73.94277682,4,1,1,3,80,20,560,2400,0,0,0,0,2,5,1,21,5,4/5/17,4/24/17,5,1,0,1,1,0,0,0,1,1,0,0
4/18/14,2,2,2,40.84966507,-73.93442848,2,1,1,1,60,30,420,1800,250,500,29.5,59,1,19,3,180,11,7/31/16,2/7/17,1.19,1,0,1,0,1,0,0,1,0,0,1
10/25/13,1,1,1,40.85478707,-73.93704146,2,1,1,1,60,30,420,1800,0,0,15,30,1,0,4,1125,1,1/3/16,1/3/16,0.06,1,0,1,0,1,0,0,1,1,0,0
7/27/14,1,1,1,40.84639657,-73.94046387,1,1,1,1,40,40,280,1200,0,0,29,29,1,20,3,120,15,7/23/16,5/1/17,1.57,1,0,1,0,1,0,0,1,0,0,1
10/31/12,1,1,1,40.84499429,-73.93856002,4,1,0,1,125,31.25,875,3750,0,0,12.5,50,1,0,3,1125,7,9/20/16,2/23/17,0.93,1,0,1,1,0,0,0,1,1,0,0
10/25/11,1,1,1,40.85486727,-73.93505266,3,1,2,2,160,53.33333333,300,1100,0,0,0,0,1,0,3,32,19,2/8/13,8/12/16,0.37,1,0,1,1,0,0,0,1,0,1,0
7/10/13,1,1,1,40.84665949,-73.93925095,5,1,1,2,156,31.2,1092,4680,20,100,7,35,2,10,2,1125,8,10/10/16,4/16/17,1.16,1,0,1,1,0,0,0,1,0,0,1
9/13/16,1,1,1,40.84704841,-73.9331662,2,1,1,1,50,25,350,1500,0,0,0,0,1,0,2,1125,5,9/15/16,4/16/17,0.65,0,0,1,0,1,0,0,1,1,0,0
4/20/16,1,1,1,40.83141085,-73.9417524,2,1,1,1,55,27.5,385,1650,0,0,0,0,1,50,2,31,11,5/7/16,4/16/17,0.91,1,0,1,0,1,0,0,1,1,0,0
6/11/15,1,1,1,40.85690472,-73.93741468,5,1,2,4,125,25,875,3300,0,0,25,125,4,50,25,62,6,7/19/15,8/19/16,0.27,0,0,1,1,0,0,0,1,0,0,1
12/4/13,2,2,2,40.7384472,-74.00550766,3,1,2,2,225,75,1575,6750,166.6666667,500,33.33333333,100,2,100,7,1125,1,2/7/17,2/7/17,0.35,1,0,1,1,0,0,0,1,0,1,0
5/23/13,1,1,1,40.73394894,-74.01011877,2,1,1,1,145,72.5,1015,4350,65,130,40,80,1,0,1,1125,2,10/2/16,12/31/16,0.28,0,0,1,0,1,0,0,1,0,1,0
6/22/15,2,2,2,40.73537378,-74.00208614,5,2,2,3,410,82,2870,12300,80,400,20,100,1,0,2,1125,6,9/24/16,4/16/17,0.81,0,1,0,1,0,0,0,1,0,0,1
5/24/16,1,1,1,40.73010987,-74.00267133,1,1,1,1,55,55,385,1650,250,250,0,0,1,0,1,29,7,6/5/16,6/28/16,0.63,1,0,1,0,1,0,0,1,1,0,0
11/21/14,1,1,1,40.73556828,-74.00679863,2,1,1,1,300,150,2100,9000,0,0,40,80,1,0,2,1125,7,8/20/15,4/22/17,0.34,1,0,1,1,0,0,0,1,0,0,1
7/13/16,1,1,1,40.73305182,-74.00302652,4,1,1,1,316,79,2212,9480,125,500,37.5,150,2,25,3,1125,26,8/6/16,4/20/17,2.87,0,0,1,1,0,0,0,1,0,0,1
6/29/14,1,1,1,40.73239514,-74.00281585,3,1,2,1,300,100,2100,9000,0,0,0,0,1,0,4,1125,1,6/20/15,6/20/15,0.04,1,0,1,1,0,0,0,1,1,0,0
9/10/15,1,1,1,40.73129038,-74.00236656,2,1,1,1,300,150,2100,9000,250,500,50,100,1,0,2,1125,3,5/1/16,10/24/16,0.24,0,0,1,1,0,0,0,1,0,0,1
4/2/16,1,1,1,40.73490399,-74.0038775,2,1,0,1,293,146.5,2051,8790,250,500,50,100,1,50,1,60,4,9/20/16,10/28/16,0.53,1,0,1,1,0,0,0,1,0,0,1
11/2/14,1,1,1,40.73299699,-74.00096927,2,1,0,1,179,89.5,1253,5370,0,0,34.5,69,1,0,3,14,2,4/12/17,4/17/17,2,1,0,1,1,0,0,0,1,0,0,1
8/5/12,1,1,1,40.7317806,-74.00173086,4,1,2,2,250,62.5,1750,7500,0,0,15,60,2,10,3,730,32,5/27/16,4/13/17,2.8,0,0,1,1,0,0,0,1,0,0,1
10/10/16,1,1,1,40.72908749,-74.0081369,2,1,1,1,125,62.5,875,3750,125,250,35,70,1,25,1,29,37,10/16/16,4/14/17,5.52,0,0,1,1,0,0,0,1,0,0,1
9/16/11,1,1,1,40.73119414,-74.00308475,2,1,1,1,165,82.5,1155,3500,50,100,37.5,75,2,0,1,1125,36,4/20/14,4/23/17,0.97,0,0,1,1,0,0,0,1,1,0,0
10/6/11,1,1,1,40.73933296,-74.00240847,2,1,1,1,250,125,1750,7500,100,200,0,0,1,0,5,1125,2,9/18/16,10/16/16,0.26,1,0,1,1,0,0,0,1,0,1,0
6/10/16,1,1,1,40.71855245,-73.96358972,1,1,1,1,85,85,595,2550,0,0,55,55,1,0,3,7,1,6/26/16,6/26/16,0.1,1,0,1,0,1,0,0,1,1,0,0
