Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,PersonPrice,Weekly Price,Monthly Price,PerSecurity,Security Deposit,PerCleaning,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
2/26/14,1,1,1,40.72347298,-73.97970726,2,1,1,1,250,125,1750,7500,125,250,50,100,1,50,2,1125,2,7/26/16,8/6/16,0.21,1,0,1,1,0,0,0,1,1,0,0
4/17/15,1,1,1,40.72745012,-73.98361818,2,1,1,1,75,37.5,430,2250,0,0,5,10,1,15,6,1125,3,5/7/15,1/7/17,0.12,0,0,1,0,1,0,0,1,0,0,1
10/4/11,1,1,1,40.73248991,-73.98870113,2,1,1,1,200,100,1400,6000,0,0,0,0,1,0,1,1125,8,6/20/15,10/22/16,0.35,1,0,1,0,1,0,0,1,1,0,0
3/28/17,1,1,1,40.73196348,-73.98762936,2,1,1,1,75,37.5,525,2250,0,0,0,0,1,0,1,6,1,4/30/17,4/30/17,1,0,0,1,0,1,0,0,1,1,0,0
6/16/16,1,1,1,40.732615,-73.98612195,4,1,1,1,196,49,1372,5880,0,0,10,40,1,50,1,30,7,10/10/16,4/16/17,1.01,1,0,1,0,1,0,0,1,0,1,0
2/23/15,4,4,3,40.72290534,-73.97971741,2,1,1,1,110,55,770,3300,75,150,22.5,45,1,25,1,1125,21,11/13/16,4/19/17,3.64,0,0,1,0,1,0,0,1,0,0,1
12/29/16,1,1,1,40.73076047,-73.98246951,5,1,2,2,140,28,980,4200,0,0,15,75,1,0,2,21,13,1/3/17,4/18/17,3.2,0,0,1,1,0,0,0,1,0,0,1
4/25/13,3,3,3,40.73279331,-73.98753553,2,1,1,1,115,57.5,805,3450,62.5,125,37.5,75,1,0,1,14,39,6/27/15,4/4/17,1.73,0,0,1,0,1,0,0,1,0,0,1
5/29/12,1,1,1,40.72453947,-73.97944304,2,1,1,1,200,100,1400,4500,250,500,50,100,1,0,2,30,8,4/8/13,4/11/17,0.16,1,0,1,1,0,0,0,1,0,0,1
7/13/13,2,2,2,40.72119495,-73.98020771,2,1,1,1,120,60,840,2800,150,300,0,0,1,30,4,31,4,1/5/15,10/12/15,0.14,0,0,1,0,1,0,0,1,0,1,0
5/25/13,1,1,1,40.72616861,-73.98899411,2,1,1,2,80,40,600,1800,0,0,25,50,2,0,1,1125,2,8/21/15,8/25/15,0.1,0,0,1,0,1,0,0,1,0,0,1
10/18/15,3,3,1,40.73138642,-73.98418156,8,1,3,4,600,75,4200,18000,0,0,50,400,5,30,3,1125,44,1/1/16,4/16/17,2.69,0,0,1,1,0,0,0,1,0,1,0
10/31/12,1,1,1,40.72348716,-73.98681955,4,1,2,2,299,74.75,2093,8970,125,500,32.5,130,1,0,1,1125,6,4/10/17,4/30/17,6,1,0,1,1,0,0,0,1,0,0,1
11/22/16,1,1,1,40.78693517,-73.95072253,4,1,1,2,200,50,1400,6000,0,0,25,100,3,50,2,1125,1,3/28/17,4/8/17,0.79,1,0,1,1,0,0,0,1,1,0,0
4/21/14,2,2,2,40.7858674,-73.94763737,8,2,3,5,650,81.25,4550,19500,62.5,500,18.75,150,6,35,2,1125,21,5/23/16,4/17/17,1.82,0,0,1,1,0,0,0,1,0,0,1
7/3/15,1,1,1,40.7953387,-73.94525604,2,1,1,1,150,75,1050,4500,0,0,0,0,2,15,2,1125,7,12/29/16,4/26/17,1.65,0,0,1,1,0,0,1,0,1,0,0
2/7/13,1,1,1,40.79477001,-73.93451571,3,1,1,1,62,20.66666667,434,1860,0,0,6.666666667,20,1,15,2,30,6,3/18/17,4/15/17,3.67,1,0,1,0,1,0,0,1,0,1,0
10/11/16,1,1,1,40.7867608,-73.94376224,3,1,1,2,79,26.33333333,553,2370,100,300,5,15,1,35,2,9,7,1/1/17,3/19/17,1.69,0,0,1,0,0,1,1,0,0,1,0
3/8/13,1,1,1,40.78971601,-73.94741736,2,1,1,1,130,65,910,3900,0,0,24.5,49,1,25,2,1125,3,4/21/17,4/30/17,3,1,0,1,1,0,0,0,1,0,0,1
11/19/10,2,2,2,40.79163353,-73.94573466,2,1,1,1,90,45,630,3400,200,400,50,100,1,0,29,1125,179,4/22/11,1/8/17,2.44,1,0,1,1,0,0,0,1,0,0,1
5/5/15,1,1,1,40.81644435,-73.93389692,3,1,1,1,110,36.66666667,825,3300,166.6666667,500,18.33333333,55,2,25,1,29,33,5/15/15,4/15/17,1.37,1,0,1,1,0,0,0,1,0,0,1
12/28/15,1,1,1,40.78973497,-73.9495539,2,1,1,1,73,36.5,511,2190,0,0,7.5,15,1,0,1,1125,21,8/19/16,4/23/17,2.43,0,0,1,0,1,0,0,1,1,0,0
3/10/13,1,1,1,40.80085839,-73.93921646,2,1,1,1,89,44.5,623,2670,0,0,10,20,1,0,2,7,5,3/14/17,4/29/17,2.88,1,1,0,0,1,0,0,1,0,1,0
7/1/13,1,1,1,40.80202425,-73.94479102,8,1,3,3,350,43.75,2450,10500,0,0,0,0,1,0,3,373,1,4/11/17,4/15/17,1,1,1,0,1,0,0,0,1,0,0,1
11/14/16,1,1,1,40.79594165,-73.93442102,2,1,1,1,89,44.5,623,2670,0,0,5,10,2,20,1,5,18,11/15/16,4/30/17,3.16,0,0,1,1,0,0,0,1,1,0,0
5/6/14,1,1,1,40.79285153,-73.94482017,2,1,1,2,95,47.5,508,2000,50,100,16.5,33,1,25,1,8,124,8/3/14,4/30/17,3.7,1,0,1,0,1,0,0,1,0,0,1
6/5/13,3,3,3,40.79506353,-73.94133315,1,1,1,1,54,54,378,1620,0,0,0,0,1,0,2,14,3,3/2/17,4/16/17,1.43,1,0,1,0,1,0,0,1,1,0,0
6/26/13,1,1,1,40.72353481,-73.99058641,5,1,2,3,465,93,3255,13950,100,500,35,175,4,50,30,1125,10,5/14/14,8/5/15,0.28,1,0,1,1,0,0,0,1,0,0,1
5/6/12,1,1,1,40.73165187,-73.98503166,2,1,1,1,90,45,590,2195,125,250,12.5,25,1,0,3,30,73,6/19/12,4/27/17,1.23,1,0,1,0,1,0,0,1,0,1,0
9/3/12,1,1,1,40.73179983,-73.98862013,2,1,1,1,225,112.5,70,6750,0,0,0,0,1,0,3,1125,14,12/26/14,7/30/16,0.49,0,0,1,0,1,0,0,1,0,0,1
8/12/13,1,1,1,40.72090609,-73.9765172,5,2,2,2,225,45,1575,6750,0,0,14.8,74,1,0,4,1125,32,7/31/14,4/13/17,0.95,0,0,1,1,0,0,0,1,0,0,1
7/25/14,4,4,1,40.7226708,-73.9819495,3,1,1,1,135,45,945,4050,66.66666667,200,33.33333333,100,2,10,1,1125,25,12/15/15,1/2/17,1.48,1,0,1,1,0,0,0,1,0,1,0
3/20/11,1,1,1,40.7251318,-73.98952413,5,1,2,3,290,58,2030,8700,0,0,21.8,109,4,17,2,365,86,8/12/12,4/5/17,1.49,0,0,1,1,0,0,0,1,0,0,1
5/26/11,4,4,3,40.72602725,-73.98751205,5,1,2,3,159,31.8,1113,6000,19.8,99,15,75,3,30,2,365,137,7/31/12,4/26/17,2.36,0,0,1,1,0,0,0,1,0,0,1
5/31/15,1,1,1,40.73170586,-73.9876643,2,1,1,1,250,125,1750,5000,0,0,0,0,1,0,1,1125,1,6/7/15,6/7/15,0.04,1,0,1,1,0,0,0,1,1,0,0
5/9/12,7,7,3,40.72380548,-73.97896117,1,1,1,1,93,93,625,2790,200,200,40,40,1,50,5,200,44,12/24/12,1/8/17,0.83,0,0,1,0,1,0,0,1,0,0,1
8/30/11,2,2,2,40.72353157,-73.97855663,2,1,1,1,138,69,966,4140,0,0,30,60,1,0,7,1125,1,12/28/16,12/28/16,0.24,1,0,1,1,0,0,0,1,0,0,1
2/12/15,2,2,1,40.72789577,-73.98297626,4,1,1,1,250,62.5,1750,7500,0,0,22.5,90,2,70,3,1125,14,5/4/16,1/26/17,1.15,0,0,1,1,0,0,0,1,0,0,1
4/6/13,1,1,1,40.73146974,-73.98870918,2,1,1,1,229,114.5,1603,6870,100,200,24.5,49,2,19,14,100,13,10/23/14,10/26/16,0.42,0,0,1,1,0,0,0,1,0,0,1
11/30/10,1,1,1,40.72383314,-73.97719626,3,1,1,1,175,58.33333333,1225,4500,50,150,15,45,2,0,2,7,9,10/10/16,3/26/17,1.31,1,0,1,1,0,0,0,1,0,0,1
10/24/16,1,1,1,40.73256048,-73.98621897,2,1,1,1,198,99,1386,5940,0,0,30,60,1,0,5,1125,9,12/21/16,4/2/17,2.01,1,0,1,1,0,0,0,1,0,0,1
12/5/10,1,1,1,40.72534054,-73.97877465,2,1,1,1,140,70,950,4200,0,0,10,20,1,0,4,1125,2,7/6/15,8/19/16,0.09,1,0,1,1,0,0,0,1,0,1,0
5/12/14,1,1,1,40.72438287,-73.97772782,2,1,1,1,109,54.5,725,2700,0,0,17.5,35,1,5,2,30,45,8/26/14,10/21/16,1.37,0,0,1,0,1,0,1,0,0,1,0
1/12/12,2,2,2,40.79104308,-73.94290487,2,1,1,1,86,43,602,2580,0,0,0,0,1,20,3,60,33,1/3/13,4/16/17,0.63,0,0,1,0,1,0,0,1,0,0,1
8/20/13,1,1,1,40.72820389,-73.98067275,2,1,1,1,202,101,1414,6060,100,200,32.5,65,2,25,2,1125,13,9/28/13,1/2/17,0.3,1,0,1,1,0,0,0,1,0,0,1
12/1/15,1,1,1,40.72241188,-73.98007995,1,2,1,1,89,89,623,2670,0,0,5,5,1,15,1,1125,8,12/5/15,4/25/16,0.46,1,0,1,0,1,0,0,1,1,0,0
3/31/16,1,1,1,40.72453547,-73.97931013,6,2,2,3,495,82.5,3465,14850,83.33333333,500,25,150,1,0,3,60,12,9/6/16,4/21/17,1.49,1,0,1,1,0,0,0,1,0,0,1
10/8/11,1,1,1,40.72314454,-73.99445011,2,1,0,1,225,112.5,1575,6750,0,0,25,50,1,0,3,1125,4,5/11/16,8/18/16,0.33,1,0,1,1,0,0,0,1,1,0,0
5/25/16,1,1,1,40.72210338,-73.9952092,1,1,1,1,75,75,525,2250,0,0,0,0,1,0,3,1125,1,6/5/16,6/5/16,0.09,1,0,1,0,1,0,0,1,1,0,0
5/5/13,1,1,1,40.72301413,-73.99406829,2,1,1,1,110,55,770,3300,0,0,25,50,1,10,3,60,3,3/26/17,4/23/17,2.25,1,0,1,0,1,0,0,1,0,1,0
5/30/12,1,1,1,40.72413123,-73.99447557,1,1,1,1,115,115,805,2500,0,0,50,50,1,40,2,60,35,6/17/12,11/20/16,0.59,0,0,1,0,1,0,0,1,0,1,0
8/18/14,2,2,2,40.72340542,-73.99438124,2,1,1,1,99,49.5,693,2970,0,0,9.5,19,1,19,2,1125,27,5/20/16,4/21/17,2.31,0,0,1,0,1,0,0,1,0,1,0
12/21/15,33,33,33,40.72348026,-73.99406427,1,0,1,1,69,69,483,2070,0,0,0,0,1,0,1,1125,37,1/11/16,4/22/17,2.32,0,1,0,0,1,0,0,1,0,1,0
12/10/14,2,2,1,40.7010639,-73.90926538,3,1,1,2,49,16.33333333,343,1470,0,0,0,0,2,10,1,29,42,11/16/15,4/5/17,2.36,1,0,1,0,1,0,0,1,0,1,0
9/15/14,1,1,1,40.76719643,-73.9455158,2,1,1,1,195,97.5,1365,5850,250,500,37.5,75,1,0,14,1125,1,8/27/16,8/27/16,0.12,0,0,1,1,0,0,0,1,0,0,1
4/10/11,1,1,1,40.72708754,-74.00035599,2,1,1,1,800,400,5600,24000,0,0,0,0,1,0,15,1125,1,7/12/15,7/12/15,0.05,1,0,1,1,0,0,0,1,1,0,0
2/14/11,1,1,1,40.7264627,-74.00375255,2,1,1,1,119,59.5,833,2000,0,0,37.5,75,1,0,2,30,13,5/10/14,1/1/17,0.36,0,0,1,0,1,0,0,1,0,0,1
5/24/16,1,1,1,40.724147,-74.00215737,4,1,1,2,180,45,1260,5400,0,0,9.75,39,1,19,2,1125,12,6/27/16,4/16/17,1.16,0,0,1,1,0,0,0,1,0,1,0
1/27/11,2,2,2,40.72640341,-74.00268672,2,1,1,1,160,80,1120,4800,0,0,37.5,75,1,25,2,1125,2,5/3/16,5/3/16,0.16,1,0,1,0,1,0,0,1,0,0,1
7/13/11,1,1,1,40.7252994,-73.99916204,2,1,1,1,249,124.5,1743,7470,250,500,0,0,1,50,2,365,8,9/5/13,11/26/16,0.18,1,0,1,1,0,0,0,1,0,0,1
6/20/12,1,1,1,40.72475844,-74.00387031,2,1,1,1,92,46,644,2760,275,550,37.5,75,1,15,1,1125,79,11/8/15,4/14/17,4.36,0,0,1,0,1,0,0,1,0,0,1
1/22/17,1,1,1,40.72549961,-74.00258242,4,1,1,2,259,64.75,1813,7770,50,200,12.5,50,2,25,1,3,13,1/25/17,4/30/17,3.9,1,0,1,1,0,0,0,1,0,1,0
3/5/12,1,1,1,40.72651686,-74.00032169,4,1,1,2,241,60.25,1687,7230,100,400,7.5,30,2,15,1,30,13,10/27/16,4/12/17,2.04,0,0,1,1,0,0,0,1,0,0,1
12/7/14,1,1,1,40.72493892,-74.00839188,3,1,1,2,140,46.66666667,980,4200,0,0,0,0,2,50,2,1125,19,5/18/16,11/13/16,1.62,0,1,0,0,1,0,0,1,1,0,0
1/7/13,1,1,1,40.67977199,-73.9653047,2,1,1,1,105,52.5,735,3150,0,0,0,0,1,0,2,1125,4,5/2/16,4/13/17,0.33,0,0,1,0,1,0,0,1,0,1,0
3/22/17,1,1,1,40.71967089,-74.0058392,3,1,1,1,250,83.33333333,1750,7500,0,0,0,0,1,0,3,1125,4,4/2/17,4/29/17,3.64,1,0,1,1,0,0,0,1,1,0,0
11/23/13,3,3,1,40.72006281,-74.01043293,2,1,1,2,250,125,1750,7500,200,400,37.5,75,1,45,2,1125,3,5/4/15,9/28/15,0.12,1,0,1,0,1,0,0,1,0,0,1
3/16/12,1,1,1,40.71789263,-74.00371745,2,1,1,1,189,94.5,1323,5670,0,0,37.5,75,2,0,5,120,20,6/10/16,4/25/17,1.82,1,0,1,1,0,0,0,1,0,0,1
6/11/14,1,1,1,40.71742986,-74.00623135,4,1,1,2,215,53.75,1505,6450,125,500,23.75,95,2,20,2,1125,22,10/24/14,4/12/17,0.72,0,0,1,1,0,0,0,1,0,0,1
1/6/12,1,1,1,40.71189685,-73.99638182,1,1,1,1,75,75,525,2250,100,100,20,20,1,0,4,21,123,10/1/13,5/1/17,2.81,0,0,1,0,1,0,0,1,0,0,1
3/26/11,2,2,2,40.71271338,-73.99775589,2,1,1,1,95,47.5,665,2850,100,200,0,0,1,15,3,1125,148,4/8/11,4/24/17,2,0,0,1,0,1,0,0,1,0,0,1
9/18/11,1,1,1,40.71183007,-73.99685245,2,1,0,1,175,87.5,1225,5250,100,200,32.5,65,1,0,4,1125,3,3/29/16,1/2/17,0.22,1,0,1,1,0,0,0,1,0,1,0
9/9/15,1,1,1,40.76095851,-73.95963977,1,1,0,1,250,250,1750,7500,0,0,0,0,1,0,1,3,13,9/24/15,2/12/16,0.66,0,0,1,1,0,0,0,1,1,0,0
11/27/14,2,2,2,40.77189172,-73.95540196,2,1,1,1,89,44.5,623,2670,100,200,25,50,1,20,10,1125,7,5/27/16,1/8/17,0.61,0,0,1,0,1,0,0,1,0,0,1
8/5/14,1,1,1,40.76363125,-73.95768366,2,1,1,1,80,40,560,2000,0,0,10,20,1,15,1,1125,72,10/11/14,4/6/17,2.31,0,0,1,0,1,0,0,1,0,0,1
1/29/12,3,3,3,40.77860388,-73.94641989,4,1,1,2,150,37.5,1050,4500,50,200,25,100,2,25,2,1125,35,5/28/14,1/2/17,0.98,0,0,1,1,0,0,0,1,0,0,1
12/13/15,1,1,1,40.77878015,-73.9514755,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,1,1125,2,12/28/15,1/1/16,0.12,1,0,1,0,1,0,0,1,1,0,0
4/20/15,4,4,4,40.75888133,-73.98467016,3,1,1,1,140,46.66666667,980,4200,0,0,0,0,2,75,30,210,1,1/3/17,1/3/17,0.25,1,0,1,0,1,0,0,1,1,0,0
8/8/12,99,99,11,40.76099729,-73.9852184,3,1,1,1,191,63.66666667,1337,5730,83.33333333,250,50,150,1,0,6,1125,1,10/21/16,10/21/16,0.15,0,0,1,1,0,0,0,1,0,1,0
7/25/11,1,1,1,40.71975844,-74.00570703,5,1,1,3,300,60,2100,6000,100,500,20,100,2,50,2,1125,70,7/26/13,4/17/17,1.52,0,0,1,1,0,0,0,1,0,0,1
8/27/13,1,1,1,40.71880014,-74.00899015,2,1,1,1,350,175,2450,10500,0,0,0,0,1,0,1,1125,4,5/17/16,4/9/17,0.34,1,0,1,1,0,0,0,1,0,1,0
1/6/16,1,1,1,40.78882743,-73.97201054,3,1,1,1,250,83.33333333,1750,7500,0,0,16.66666667,50,2,20,2,25,7,11/26/16,4/18/17,1.32,0,0,1,0,0,1,0,1,0,1,0
11/19/15,1,1,1,40.77471961,-73.98322622,2,1,0,1,228,114,1596,6840,0,0,0,0,1,0,2,6,11,9/27/16,4/22/17,1.51,1,0,1,1,0,0,0,1,0,1,0
12/23/12,1,1,1,40.78116039,-73.98051555,6,1,2,3,325,54.16666667,2275,9750,50,300,8.333333333,50,6,50,3,15,44,4/27/15,4/21/17,1.79,0,0,1,1,0,0,0,1,0,0,1
3/15/14,1,1,1,40.79036813,-73.97194903,4,1,2,2,200,50,1400,4000,125,500,0,0,1,0,4,14,4,12/31/14,8/11/15,0.14,1,0,1,1,0,0,0,1,0,1,0
6/30/15,2,2,2,40.80111034,-73.96538549,1,1,1,1,78,78,540,1825,200,200,30,30,1,20,1,30,81,8/15/15,4/16/17,3.87,1,0,1,0,1,0,0,1,0,1,0
8/24/15,1,1,1,40.77880005,-73.98449396,4,1,2,2,300,75,2100,9000,25,100,7.5,30,1,0,4,1125,58,9/25/15,4/18/17,2.96,1,0,1,1,0,0,0,1,0,0,1
1/12/13,1,1,1,40.78614672,-73.98136643,4,2,2,3,359,89.75,2513,10770,125,500,0,0,1,0,4,1125,20,4/1/13,4/16/17,0.4,0,0,1,1,0,0,0,1,0,0,1
7/17/11,1,1,1,40.78401246,-73.97438218,2,1,1,1,85,42.5,595,2550,200,400,15,30,1,25,2,1125,17,5/31/15,5/1/17,0.72,0,0,1,0,1,0,1,0,0,1,0
8/29/12,1,1,1,40.77636069,-73.9801766,3,1,1,2,161,53.66666667,1127,4830,0,0,0,0,1,0,4,1125,2,9/6/13,9/13/13,0.04,1,0,1,1,0,0,0,1,0,0,1
11/9/16,1,1,1,40.77511719,-73.97751433,2,1,1,2,130,65,910,3900,75,150,9.5,19,2,250,6,16,7,11/19/16,4/23/17,1.26,1,0,1,0,1,0,0,1,0,0,1
5/17/12,1,1,1,40.77476361,-73.9832855,2,1,1,1,93,46.5,651,2790,150,300,17.5,35,1,50,3,31,25,6/10/16,4/16/17,2.28,1,0,1,0,1,0,0,1,0,0,1
12/26/14,1,1,1,40.77960458,-73.97530061,3,1,1,1,166,55.33333333,1162,4980,0,0,0,0,1,0,5,1125,2,11/14/16,11/27/16,0.35,1,0,1,1,0,0,0,1,1,0,0
2/26/17,1,1,1,40.84805697,-73.9393117,4,1,1,1,80,20,560,2400,0,0,0,0,2,10,1,60,2,3/13/17,3/18/17,1.13,1,0,1,0,1,0,0,1,0,1,0
10/28/14,1,1,1,40.85835279,-73.93108095,2,1,1,1,55,27.5,385,1260,0,0,0,0,1,0,2,28,3,6/27/15,6/30/15,0.13,1,0,1,0,1,0,0,1,0,0,1
4/14/16,2,2,2,40.84385472,-73.94097176,2,1,1,1,45,22.5,315,1350,0,0,10,20,1,10,1,1125,5,6/12/16,11/21/16,0.46,0,0,1,0,1,0,0,1,0,0,1
6/12/16,3,3,3,40.84379078,-73.94220081,1,1,1,1,38,38,266,1140,0,0,10,10,1,0,1,1125,4,8/26/16,9/23/16,0.48,0,0,1,0,0,1,0,1,0,0,1
8/6/10,2,2,1,40.73836688,-74.00275744,2,1,1,1,150,75,1050,3400,0,0,12.5,25,1,0,3,365,71,8/28/10,4/13/17,0.87,0,0,1,1,0,0,0,1,0,0,1
2/11/10,2,2,2,40.73611455,-74.00056291,6,1,2,2,250,41.66666667,1750,7500,0,0,6.666666667,40,6,30,2,1125,8,10/19/16,4/19/17,1.21,0,0,1,1,0,0,0,1,1,0,0
3/13/13,1,1,1,40.73315804,-74.00632454,2,1,1,1,200,100,1400,5000,250,500,50,100,1,0,1,1125,11,8/28/15,10/11/16,0.54,1,0,1,1,0,0,0,1,0,0,1
5/15/16,1,1,1,40.73291056,-74.00429507,1,1,1,1,79,79,553,2370,0,0,75,75,1,40,1,1125,20,6/10/16,11/6/16,1.83,0,0,1,0,1,0,0,1,0,0,1
3/20/15,1,1,1,40.73270546,-74.0054505,1,1,1,1,200,200,1400,6000,0,0,40,40,1,0,2,1125,8,2/17/16,7/6/16,0.54,0,1,0,1,0,0,0,1,1,0,0
6/27/16,1,1,1,40.73510388,-73.99999868,4,1,2,2,198,49.5,1386,5940,125,500,18.75,75,1,30,1,1125,12,8/1/16,4/14/17,1.3,1,0,1,1,0,0,0,1,0,0,1
4/4/11,4,4,4,40.73425985,-74.00497935,2,1,0,1,160,80,1120,4800,150,300,45,90,1,0,2,1125,13,1/6/16,10/3/16,0.81,1,0,1,1,0,0,0,1,0,1,0
8/14/11,1,1,1,40.73640524,-74.00502352,2,1,1,1,220,110,1540,6600,100,200,42.5,85,1,0,3,1125,105,9/6/13,4/17/17,2.36,1,0,1,1,0,0,0,1,0,0,1
4/3/14,1,1,1,40.73368407,-74.00049364,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,2,1125,2,12/9/16,1/3/17,0.41,1,0,1,0,1,0,0,1,1,0,0
12/8/11,1,1,1,40.73016239,-74.002589,4,1,1,1,349,87.25,2443,6999,125,500,22.5,90,2,40,4,200,10,10/12/14,9/5/16,0.32,1,0,1,1,0,0,0,1,1,0,0
3/8/15,1,1,1,40.72960057,-74.00476335,6,1,2,3,125,20.83333333,875,3750,33.33333333,200,10,60,2,20,2,1125,4,12/21/15,6/20/16,0.24,0,0,1,1,0,0,0,1,0,1,0
9/8/14,3,3,1,40.73846043,-74.00065122,6,2,3,4,425,70.83333333,2975,12750,83.33333333,500,25,150,5,100,2,1125,26,1/2/16,4/21/17,1.6,0,0,1,1,0,0,0,1,0,1,0
5/19/11,1,1,1,40.73471354,-74.00787404,2,1,1,1,255,127.5,1785,7650,125,250,55,110,1,0,3,1125,4,4/1/17,4/19/17,3.53,1,0,1,1,0,0,0,1,0,0,1
9/14/15,1,1,1,40.73048278,-74.00432971,3,1,1,1,220,73.33333333,1540,6600,83.33333333,250,20,60,1,0,2,1125,11,9/23/15,4/21/17,0.56,1,0,1,1,0,0,0,1,0,1,0
10/19/11,1,1,1,40.73043296,-74.0034335,3,1,0,1,180,60,1260,3800,33.33333333,100,25,75,1,0,2,1125,4,1/3/14,1/24/17,0.1,1,0,1,1,0,0,0,1,0,1,0
10/1/12,3,3,2,40.73097605,-74.00481599,1,1,1,2,89,89,600,2670,0,0,0,0,1,0,3,1125,5,6/11/15,9/13/15,0.22,1,0,1,0,1,0,0,1,0,0,1
3/21/15,1,1,1,40.73001049,-74.00369082,4,1,1,2,195,48.75,1365,5850,125,500,20,80,2,50,3,1125,5,8/11/16,3/12/17,0.56,0,0,1,1,0,0,0,1,0,0,1
10/10/14,1,1,1,40.73733343,-74.00392319,1,1,0,1,119,119,833,3570,0,0,0,0,1,0,3,1125,1,8/3/16,8/3/16,0.11,1,0,1,1,0,0,0,1,1,0,0
8/24/12,1,1,1,40.73556452,-74.00903196,2,1,0,1,270,135,1890,8100,250,500,37.5,75,1,0,1,1125,4,9/23/13,10/4/15,0.09,1,0,1,1,0,0,0,1,0,0,1
11/13/13,1,1,1,40.73081373,-74.00326423,2,1,1,1,153,76.5,1071,3475,0,0,24,48,1,25,3,1125,24,4/6/15,1/2/17,0.95,0,0,1,1,0,0,0,1,0,0,1
10/12/14,2,2,2,40.73208677,-74.00645318,4,1,2,4,230,57.5,1610,6900,0,0,0,0,15,0,7,92,2,9/30/16,12/12/16,0.28,1,0,1,1,0,0,0,1,0,0,1
1/9/13,1,1,1,40.7306059,-74.0037314,1,1,1,1,125,125,875,3750,100,100,50,50,1,0,1,1125,3,6/11/16,6/26/16,0.27,1,0,1,0,1,0,0,1,0,1,0
5/16/13,1,1,1,40.73377433,-74.00570062,4,1,1,1,199,49.75,1393,5970,0,0,30,120,1,0,5,1125,5,9/2/14,4/29/16,0.15,1,0,1,1,0,0,0,1,0,1,0
10/26/14,1,1,1,40.73821551,-74.00605899,4,1,2,3,250,62.5,1750,7500,0,0,18.75,75,1,0,2,14,8,2/20/15,10/29/16,0.3,0,0,1,1,0,0,0,1,0,0,1
11/11/11,1,1,1,40.74237502,-73.97651549,2,1,0,1,175,87.5,1225,5250,150,300,0,0,1,0,2,1125,1,1/2/16,1/2/16,0.06,1,0,1,1,0,0,0,1,1,0,0
11/29/15,1,1,1,40.74285066,-73.97467993,4,1,0,2,150,37.5,1050,4500,0,0,12.5,50,1,0,5,1125,1,12/27/15,12/27/15,0.06,1,0,1,1,0,0,0,1,0,1,0
9/14/13,3,3,3,40.74295535,-73.97543832,1,1,1,1,120,120,840,3600,0,0,10,10,1,0,1,7,26,6/9/16,4/28/17,2.36,1,0,1,0,0,1,1,0,1,0,0
6/20/16,1,1,1,40.74194678,-73.9803132,2,1,1,1,80,40,560,2400,0,0,20,40,1,30,2,4,10,6/22/16,9/24/16,0.95,0,0,1,0,1,0,1,0,0,0,1
6/15/13,2,2,2,40.74298063,-73.97841982,2,1,1,1,145,72.5,750,2600,0,0,7.5,15,1,5,4,90,17,8/7/15,10/25/16,0.8,0,0,1,0,1,0,0,1,1,0,0
3/21/15,2,2,2,40.7440409,-73.97939469,1,1,1,1,85,85,595,2550,0,0,40,40,1,0,3,13,2,9/27/15,10/14/15,0.1,1,0,1,0,1,0,0,1,0,0,1
8/7/13,3,3,3,40.7444606,-73.97835715,2,1,1,1,115,57.5,805,3450,0,0,0,0,1,25,2,1125,10,11/2/15,5/27/16,0.55,1,0,1,0,1,0,0,1,1,0,0
8/27/14,2,2,2,40.71926247,-73.99771987,2,1,1,1,80,40,560,2400,0,0,7.5,15,1,0,2,1125,7,11/2/15,6/27/16,0.38,0,0,1,0,1,0,0,1,1,0,0
7/17/14,1,1,1,40.71967637,-73.99680149,2,1,1,1,110,55,750,2100,150,300,20,40,1,0,1,1125,8,9/1/15,12/7/16,0.39,0,0,1,0,1,0,0,1,0,0,1
10/22/09,1,1,1,40.71948653,-73.99837777,5,1,2,3,140,28,980,4200,40,200,25,125,4,30,3,60,97,3/31/12,4/22/17,1.56,0,0,1,1,0,0,0,1,0,0,1
5/21/13,1,1,1,40.76716786,-73.93551418,2,1,1,1,95,47.5,650,2000,100,200,37.5,75,2,25,2,30,5,1/4/14,8/22/16,0.12,0,0,1,0,1,0,0,1,0,0,1
3/26/12,1,1,1,40.71790607,-73.99067234,4,1,2,3,303,75.75,2121,9090,125,500,37.5,150,2,25,3,180,48,4/21/12,4/19/17,0.78,0,0,1,1,0,0,0,1,0,0,1
11/27/12,1,1,1,40.71947112,-73.99141922,4,1,1,2,150,37.5,1050,4500,125,500,12.5,50,2,20,2,1125,3,11/28/16,3/27/17,0.57,1,0,1,1,0,0,0,1,0,1,0
11/18/12,2,2,1,40.71443948,-73.98816323,2,1,1,1,77,38.5,539,2310,100,200,0,0,1,0,30,36,5,8/15/16,10/3/16,0.57,1,0,1,0,1,0,0,1,0,0,1
